0.0,201.05,0.0,0.0,0.0
0.0,280.34,0.0,0.0,0.0
0.0,308.91,0.0,0.0,0.0
0.0,313.02,0.0,0.0,0.0
0.0,314.91,0.0,0.0,0.0
0.0,315.17,0.0,0.0,0.0
0.0,317.81,0.0,0.0,0.0
0.0,318.59,0.0,0.0,0.0
0.0,319.46,0.0,0.0,0.0
0.0,321.5,0.0,0.0,0.0
0.0,327.32,0.0,0.0,0.0
0.0,329.89,0.0,0.0,0.0
0.0,333.7,0.0,0.0,0.0
0.0,356.04,0.0,0.0,0.0
0.0,356.38,0.0,0.0,0.0
0.0,359.03,0.0,0.0,0.0
0.0,364.57,0.0,0.0,0.0
0.0,373.22,0.0,0.0,0.0
0.0,388.21,0.0,0.0,0.0
0.0,399.99,0.0,0.0,0.0
10.0,200.93,0.0,2.01,0.12
10.0,279.85,0.0,2.8,0.17
10.0,308.37,0.0,3.08,0.18
10.0,312.47,0.0,3.12,0.18
10.0,314.26,0.0,3.14,0.17
10.0,314.5,0.0,3.14,0.17
10.0,317.16,0.0,3.17,0.17
10.0,317.93,0.0,3.18,0.17
10.0,318.77,0.0,3.19,0.18
10.0,320.86,0.0,3.21,0.18
10.0,326.53,0.0,3.26,0.19
10.0,329.07,0.0,3.29,0.17
10.0,332.88,0.0,3.33,0.19
10.0,355.18,0.0,3.55,0.22
10.0,355.41,0.0,3.56,0.16
10.0,358.1,0.0,3.58,0.18
10.0,363.53,0.0,3.64,0.17
10.0,372.09,0.0,3.72,0.19
10.0,386.97,0.0,3.87,0.2
10.0,398.73,0.0,3.99,0.17
100.0,199.82,0.1,20.01,1.11
100.0,275.43,0.1,27.74,1.65
100.0,303.46,0.1,30.57,1.71
100.0,307.54,0.1,30.98,1.74
100.0,308.37,0.1,31.12,1.64
100.0,308.4,0.1,31.14,1.64
100.0,311.28,0.1,31.41,1.65
100.0,312.01,0.1,31.49,1.66
100.0,312.57,0.1,31.55,1.77
100.0,315.05,0.1,31.78,1.78
100.0,319.49,0.1,32.29,1.81
100.0,321.69,0.1,32.54,1.6
100.0,325.46,0.1,32.91,1.85
100.0,346.66,0.1,35.12,1.49
100.0,347.4,0.1,35.11,2.16
100.0,349.74,0.1,35.4,1.74
100.0,354.12,0.1,35.9,1.64
100.0,361.99,0.1,36.71,1.81
100.0,375.79,0.1,38.15,1.88
100.0,387.34,0.1,39.33,1.67
1000.0,188.83,1.5,194.71,6.42
1000.0,243.2,1.1,259.62,11.19
1000.0,262.36,1.1,283.84,11.71
1000.0,263.33,1.0,286.89,10.9
1000.0,263.41,1.0,286.87,10.9
1000.0,263.86,1.0,286.81,11.9
1000.0,265.27,1.0,289.25,11.04
1000.0,266.02,1.0,290.01,11.08
1000.0,266.84,1.0,290.6,12.12
1000.0,268.09,1.0,292.48,12.23
1000.0,271.18,1.0,297.03,10.43
1000.0,271.77,1.0,296.39,12.46
1000.0,273.52,1.0,299.65,12.67
1000.0,287.04,1.0,316.48,9.24
1000.0,287.66,1.0,318.53,11.57
1000.0,287.99,1.0,317.28,15.38
1000.0,290.99,0.9,321.94,10.62
1000.0,294.6,0.9,327.66,12.05
1000.0,298.4,0.9,336.65,12.55
1000.0,307.19,0.9,346.76,10.64
1010.0,188.74,1.5,196.6,6.43
1010.0,242.9,1.2,262.05,11.24
1010.0,262.02,1.1,286.46,11.77
1010.0,262.95,1.1,289.52,10.96
1010.0,263.01,1.1,289.5,10.95
1010.0,263.45,1.1,289.44,11.96
1010.0,264.86,1.0,291.9,11.09
1010.0,265.6,1.0,292.67,11.13
1010.0,266.44,1.0,293.27,12.18
1010.0,267.67,1.0,295.16,12.3
1010.0,270.74,1.0,299.74,10.48
1010.0,271.35,1.0,299.1,12.53
1010.0,273.08,1.0,302.38,12.74
1010.0,286.55,1.0,319.34,9.27
1010.0,287.17,1.0,321.41,11.63
1010.0,287.5,1.0,320.15,15.47
1010.0,290.49,1.0,324.85,10.66
1010.0,294.1,0.9,330.6,12.11
1010.0,297.85,0.9,339.63,12.61
1010.0,306.65,0.9,349.83,10.69
1020.0,188.63,1.5,198.49,6.44
1020.0,242.63,1.2,264.48,11.3
1020.0,261.69,1.1,289.08,11.83
1020.0,262.56,1.1,292.15,11.01
1020.0,262.6,1.1,292.13,11.01
1020.0,263.05,1.1,292.08,12.02
1020.0,264.43,1.1,294.54,11.14
1020.0,265.18,1.1,295.32,11.18
1020.0,266.05,1.1,295.93,12.25
1020.0,267.25,1.0,297.83,12.36
1020.0,270.29,1.0,302.44,10.53
1020.0,270.93,1.0,301.81,12.59
1020.0,272.63,1.0,305.11,12.8
1020.0,286.05,1.0,322.21,9.31
1020.0,286.68,1.0,324.28,11.68
1020.0,287.01,1.0,323.02,15.56
1020.0,290.0,1.0,327.75,10.71
1020.0,293.6,1.0,333.54,12.17
1020.0,297.3,0.9,342.6,12.67
1020.0,306.1,0.9,352.9,10.73
1030.0,188.52,1.5,200.38,6.45
1030.0,242.38,1.2,266.9,11.35
1030.0,261.35,1.1,291.69,11.89
1030.0,262.18,1.1,294.77,11.06
1030.0,262.2,1.1,294.75,11.06
1030.0,262.65,1.1,294.7,12.08
1030.0,264.02,1.1,297.19,11.19
1030.0,264.78,1.1,297.97,11.23
1030.0,265.66,1.1,298.59,12.31
1030.0,266.83,1.1,300.5,12.42
1030.0,269.85,1.0,305.14,10.57
1030.0,270.51,1.0,304.52,12.66
1030.0,272.19,1.0,307.84,12.87
1030.0,285.56,1.0,325.07,9.34
1030.0,286.19,1.0,327.14,11.74
1030.0,286.53,1.0,325.89,15.65
1030.0,289.51,1.0,330.65,10.76
1030.0,293.1,1.0,336.47,12.23
1030.0,296.77,1.0,345.57,12.73
1030.0,305.55,0.9,355.95,10.77
1040.0,188.4,1.5,202.26,6.46
1040.0,242.13,1.2,269.33,11.41
1040.0,261.01,1.1,294.3,11.95
1040.0,261.8,1.1,297.39,11.1
1040.0,261.81,1.1,297.37,11.1
1040.0,262.25,1.1,297.33,12.13
1040.0,263.61,1.1,299.82,11.24
1040.0,264.36,1.1,300.62,11.28
1040.0,265.27,1.1,301.24,12.37
1040.0,266.41,1.1,303.17,12.48
1040.0,269.41,1.1,307.84,10.61
1040.0,270.1,1.1,307.22,12.72
1040.0,271.74,1.1,310.56,12.93
1040.0,285.08,1.0,327.92,9.37
1040.0,285.72,1.0,330.0,11.79
1040.0,286.06,1.0,328.75,15.74
1040.0,289.02,1.0,333.54,10.8
1040.0,292.59,1.0,339.4,12.29
1040.0,296.24,1.0,348.54,12.79
1040.0,305.01,0.9,359.01,10.82
1050.0,188.28,1.6,204.15,6.47
1050.0,241.9,1.2,271.75,11.46
1050.0,260.66,1.1,296.91,12.0
1050.0,261.41,1.1,300.01,11.15
1050.0,261.45,1.1,299.99,11.15
1050.0,261.87,1.1,299.95,12.19
1050.0,263.21,1.1,302.46,11.29
1050.0,263.94,1.1,303.26,11.33
1050.0,264.88,1.1,303.89,12.43
1050.0,265.98,1.1,305.83,12.54
1050.0,268.97,1.1,310.53,10.66
1050.0,269.69,1.1,309.92,12.78
1050.0,271.3,1.1,313.27,13.0
1050.0,284.6,1.0,330.77,9.41
1050.0,285.24,1.0,332.86,11.84
1050.0,285.59,1.0,331.61,15.82
1050.0,288.53,1.0,336.43,10.84
1050.0,292.08,1.0,342.32,12.34
1050.0,295.72,1.0,351.5,12.85
1050.0,304.46,0.9,362.05,10.86
1060.0,188.17,1.6,206.03,6.48
1060.0,241.68,1.2,274.16,11.51
1060.0,260.32,1.1,299.52,12.06
1060.0,261.02,1.1,302.62,11.2
1060.0,261.09,1.1,302.6,11.2
1060.0,261.48,1.1,302.57,12.25
1060.0,262.82,1.1,305.09,11.34
1060.0,263.53,1.1,305.9,11.38
1060.0,264.48,1.1,306.54,12.48
1060.0,265.56,1.1,308.49,12.6
1060.0,268.52,1.1,313.22,10.7
1060.0,269.27,1.1,312.62,12.84
1060.0,270.86,1.1,315.98,13.06
1060.0,284.13,1.0,333.61,9.44
1060.0,284.78,1.0,335.71,11.89
1060.0,285.12,1.0,334.46,15.91
1060.0,288.05,1.0,339.31,10.89
1060.0,291.58,1.0,345.24,12.4
1060.0,295.2,1.0,354.45,12.91
1060.0,303.93,1.0,365.1,10.9
1070.0,188.07,1.6,207.91,6.49
1070.0,241.44,1.2,276.58,11.56
1070.0,259.99,1.1,302.12,12.11
1070.0,260.63,1.1,305.23,11.24
1070.0,260.73,1.1,305.21,11.24
1070.0,261.09,1.1,305.18,12.3
1070.0,262.45,1.1,307.71,11.39
1070.0,263.11,1.1,308.53,11.43
1070.0,264.07,1.1,309.18,12.54
1070.0,265.14,1.1,311.14,12.66
1070.0,268.08,1.1,315.9,10.74
1070.0,268.85,1.1,315.31,12.9
1070.0,270.41,1.1,318.69,13.12
1070.0,283.66,1.0,336.45,9.46
1070.0,284.31,1.0,338.55,11.94
1070.0,284.67,1.0,337.31,15.99
1070.0,287.56,1.0,342.19,10.93
1070.0,291.08,1.0,348.16,12.45
1070.0,294.69,1.0,357.4,12.97
1070.0,303.39,1.0,368.13,10.94
1080.0,187.96,1.6,209.79,6.49
1080.0,241.2,1.2,278.99,11.61
1080.0,259.65,1.1,304.72,12.16
1080.0,260.24,1.1,307.83,11.29
1080.0,260.37,1.1,307.82,11.29
1080.0,260.7,1.1,307.79,12.35
1080.0,262.07,1.1,310.34,11.43
1080.0,262.71,1.1,311.16,11.47
1080.0,263.67,1.1,311.82,12.6
1080.0,264.72,1.1,313.79,12.71
1080.0,267.63,1.1,318.58,10.78
1080.0,268.43,1.1,317.99,12.96
1080.0,269.97,1.1,321.39,13.18
1080.0,283.19,1.0,339.29,9.49
1080.0,283.85,1.0,341.39,11.99
1080.0,284.21,1.0,340.16,16.08
1080.0,287.08,1.0,345.06,10.97
1080.0,290.58,1.0,351.06,12.5
1080.0,294.17,1.0,360.35,13.02
1080.0,302.86,1.0,371.17,10.98
1090.0,187.85,1.6,211.67,6.5
1090.0,240.96,1.3,281.4,11.65
1090.0,259.32,1.2,307.31,12.21
1090.0,259.85,1.2,310.43,11.33
1090.0,260.02,1.2,310.42,11.33
1090.0,260.31,1.1,310.39,12.41
1090.0,261.69,1.1,312.96,11.48
1090.0,262.3,1.1,313.79,11.52
1090.0,263.27,1.1,314.45,12.65
1090.0,264.31,1.1,316.44,12.77
1090.0,267.2,1.1,321.25,10.82
1090.0,268.02,1.1,320.68,13.02
1090.0,269.52,1.1,324.09,13.24
1090.0,282.73,1.1,342.12,9.52
1090.0,283.38,1.1,344.23,12.04
1090.0,283.76,1.1,342.99,16.16
1090.0,286.61,1.0,347.93,11.01
1090.0,290.08,1.0,353.97,12.55
1090.0,293.66,1.0,363.29,13.08
1090.0,302.33,1.0,374.19,11.02
110.0,199.69,0.2,22.01,1.21
110.0,274.94,0.1,30.49,1.81
110.0,302.91,0.1,33.6,1.88
110.0,307.0,0.1,34.05,1.9
110.0,307.71,0.1,34.2,1.79
110.0,307.72,0.1,34.21,1.79
110.0,310.62,0.1,34.52,1.81
110.0,311.35,0.1,34.6,1.82
110.0,311.91,0.1,34.67,1.94
110.0,314.41,0.1,34.92,1.95
