"TIME","VEL","VEL","ASPECT","X-DIST","Y-HEIGHT","SLANT","DRAG","ACCL","RETARD"
"ms","m/s","mach","deg","m","m","m","","m/s/s","m/s/m"
"","","","","","","","","",""
"0.0","364.57","1.0732","0.0","0.0","0.0","0.0","0.859","-104.474","0.2866"
"10.0","363.53","1.0701","0.0","3.64","0.17","3.64","0.864","-104.474","0.2874"
"20.0","362.48","1.067","0.0","7.26","0.34","7.27","0.869","-104.474","0.2882"
"30.0","361.44","1.064","0.0","10.88","0.51","10.89","0.874","-104.474","0.2891"
"40.0","360.39","1.0609","0.0","14.48","0.68","14.5","0.879","-104.474","0.2899"
"50.0","359.35","1.0578","0.0","18.08","0.84","18.1","0.884","-104.474","0.2907"
"60.0","358.3","1.0547","0.1","21.66","1.0","21.69","0.889","-104.474","0.2916"
"70.0","357.26","1.0517","0.1","25.24","1.17","25.26","0.894","-104.474","0.2924"
"80.0","356.21","1.0486","0.1","28.8","1.33","28.83","0.9","-104.474","0.2933"
"90.0","355.17","1.0455","0.1","32.35","1.49","32.39","0.905","-104.474","0.2942"
"100.0","354.12","1.0424","0.1","35.9","1.64","35.94","0.91","-104.474","0.295"
"110.0","353.08","1.0394","0.1","39.43","1.8","39.47","0.916","-104.474","0.2959"
"120.0","352.03","1.0363","0.1","42.95","1.96","43.0","0.921","-104.474","0.2968"
"130.0","351.02","1.0333","0.1","46.46","2.11","46.51","0.92","-103.771","0.2956"
"140.0","349.99","1.0303","0.1","49.97","2.26","50.02","0.909","-101.874","0.2911"
"150.0","348.98","1.0273","0.1","53.46","2.41","53.51","0.898","-100.092","0.2868"
"160.0","347.97","1.0243","0.1","56.94","2.56","57.0","0.89","-98.584","0.2833"
"170.0","346.98","1.0214","0.1","60.41","2.71","60.47","0.884","-97.378","0.2806"
"180.0","346.0","1.0185","0.2","63.87","2.86","63.94","0.873","-95.672","0.2765"
"190.0","345.03","1.0157","0.2","67.32","3.0","67.39","0.875","-95.317","0.2763"
"200.0","344.08","1.0129","0.2","70.77","3.15","70.84","0.88","-95.294","0.277"
"210.0","343.13","1.0101","0.2","74.2","3.29","74.27","0.887","-95.558","0.2785"
"220.0","342.19","1.0073","0.2","77.62","3.43","77.7","0.888","-95.115","0.278"
"230.0","341.26","1.0046","0.2","81.04","3.57","81.12","0.879","-93.658","0.2745"
"240.0","340.32","1.0018","0.2","84.44","3.71","84.52","0.874","-92.625","0.2722"
"250.0","339.38","0.9991","0.2","87.84","3.84","87.92","0.873","-92.048","0.2712"
"260.0","338.45","0.9963","0.2","91.23","3.98","91.31","0.881","-92.293","0.2727"
"270.0","337.52","0.9936","0.2","94.6","4.11","94.69","0.887","-92.449","0.2739"
"280.0","336.61","0.9909","0.2","97.97","4.25","98.06","0.886","-91.842","0.2728"
"290.0","335.71","0.9882","0.2","101.33","4.38","101.42","0.884","-91.135","0.2715"
"300.0","334.81","0.9856","0.3","104.68","4.51","104.78","0.882","-90.494","0.2703"
"310.0","333.9","0.9829","0.3","108.02","4.64","108.12","0.884","-90.146","0.27"
"320.0","332.99","0.9802","0.3","111.35","4.76","111.45","0.883","-89.528","0.2689"
"330.0","332.08","0.9776","0.3","114.68","4.89","114.78","0.886","-89.421","0.2693"
"340.0","331.19","0.9749","0.3","117.99","5.01","118.1","0.884","-88.709","0.2679"
"350.0","330.31","0.9724","0.3","121.3","5.14","121.4","0.889","-88.706","0.2686"
"360.0","329.45","0.9698","0.3","124.59","5.26","124.7","0.89","-88.325","0.2681"
"370.0","328.58","0.9673","0.3","127.88","5.38","127.99","0.882","-87.071","0.265"
"380.0","327.72","0.9647","0.3","131.16","5.5","131.27","0.869","-85.397","0.2606"
"390.0","326.87","0.9622","0.3","134.43","5.62","134.55","0.847","-82.834","0.2534"
"400.0","326.05","0.9598","0.3","137.69","5.74","137.81","0.834","-81.138","0.2489"
"410.0","325.23","0.9574","0.4","140.95","5.85","141.07","0.829","-80.242","0.2467"
"420.0","324.42","0.955","0.4","144.19","5.97","144.32","0.831","-80.056","0.2468"
"430.0","323.63","0.9527","0.4","147.43","6.08","147.56","0.825","-79.083","0.2444"
"440.0","322.85","0.9504","0.4","150.66","6.19","150.79","0.819","-78.152","0.2421"
"450.0","322.1","0.9482","0.4","153.89","6.3","154.01","0.801","-76.062","0.2362"
"460.0","321.36","0.946","0.4","157.1","6.41","157.23","0.774","-73.161","0.2277"
"470.0","320.67","0.944","0.4","160.31","6.52","160.44","0.744","-69.994","0.2183"
"480.0","319.95","0.9419","0.4","163.51","6.63","163.64","0.724","-67.889","0.2122"
"490.0","319.28","0.9399","0.4","166.7","6.73","166.84","0.697","-65.105","0.2039"
"500.0","318.63","0.938","0.4","169.89","6.84","170.03","0.671","-62.415","0.1959"
"510.0","318.0","0.9361","0.4","173.07","6.94","173.21","0.661","-61.227","0.1925"
"520.0","317.38","0.9343","0.5","176.25","7.04","176.39","0.661","-61.007","0.1922"
"530.0","316.76","0.9325","0.5","179.42","7.15","179.56","0.672","-61.725","0.1949"
"540.0","316.14","0.9306","0.5","182.58","7.25","182.73","0.683","-62.483","0.1977"
"550.0","315.52","0.9288","0.5","185.74","7.34","185.88","0.691","-63.0","0.1997"
"560.0","314.89","0.927","0.5","188.89","7.44","189.04","0.681","-61.791","0.1962"
"570.0","314.29","0.9252","0.5","192.03","7.54","192.18","0.685","-61.935","0.1971"
"580.0","313.69","0.9234","0.5","195.17","7.63","195.32","0.678","-61.084","0.1947"
"590.0","313.07","0.9216","0.5","198.3","7.73","198.46","0.674","-60.46","0.1931"
"600.0","312.46","0.9198","0.5","201.43","7.82","201.58","0.665","-59.481","0.1904"
"610.0","311.85","0.918","0.5","204.55","7.91","204.7","0.664","-59.151","0.1897"
"620.0","311.26","0.9163","0.6","207.67","8.0","207.82","0.666","-59.043","0.1897"
"630.0","310.67","0.9146","0.6","210.77","8.09","210.93","0.673","-59.438","0.1913"
"640.0","310.08","0.9128","0.6","213.88","8.18","214.03","0.678","-59.704","0.1925"
"650.0","309.5","0.9111","0.6","216.97","8.27","217.13","0.677","-59.379","0.1919"
"660.0","308.91","0.9094","0.6","220.06","8.35","220.22","0.67","-58.531","0.1895"
"670.0","308.33","0.9077","0.6","223.15","8.44","223.31","0.656","-57.082","0.1851"
"680.0","307.75","0.906","0.6","226.23","8.52","226.39","0.655","-56.784","0.1845"
"690.0","307.18","0.9043","0.6","229.3","8.61","229.46","0.655","-56.548","0.1841"
"700.0","306.61","0.9026","0.6","232.37","8.69","232.53","0.66","-56.767","0.1851"
"710.0","306.04","0.901","0.6","235.43","8.77","235.6","0.66","-56.561","0.1848"
"720.0","305.48","0.8993","0.7","238.49","8.85","238.65","0.66","-56.419","0.1847"
"730.0","304.93","0.8977","0.7","241.54","8.92","241.71","0.661","-56.259","0.1845"
"740.0","304.37","0.896","0.7","244.59","9.0","244.75","0.658","-55.814","0.1834"
"750.0","303.82","0.8944","0.7","247.63","9.08","247.79","0.655","-55.373","0.1823"
"760.0","303.27","0.8928","0.7","250.66","9.15","250.83","0.645","-54.332","0.1792"
"770.0","302.72","0.8912","0.7","253.69","9.23","253.86","0.636","-53.341","0.1762"
"780.0","302.19","0.8896","0.7","256.72","9.3","256.88","0.633","-52.933","0.1752"
"790.0","301.65","0.8881","0.7","259.73","9.37","259.9","0.635","-52.89","0.1753"
"800.0","301.12","0.8865","0.7","262.75","9.44","262.92","0.639","-53.048","0.1762"
"810.0","300.6","0.8849","0.7","265.76","9.51","265.93","0.641","-52.999","0.1763"
"820.0","300.07","0.8834","0.8","268.76","9.58","268.93","0.638","-52.597","0.1753"
"830.0","299.54","0.8818","0.8","271.76","9.64","271.93","0.638","-52.437","0.1751"
"840.0","299.02","0.8803","0.8","274.75","9.71","274.92","0.641","-52.434","0.1754"
"850.0","298.5","0.8788","0.8","277.74","9.77","277.91","0.639","-52.149","0.1747"
"860.0","297.98","0.8772","0.8","280.72","9.84","280.89","0.635","-51.588","0.1731"
"870.0","297.47","0.8757","0.8","283.69","9.9","283.87","0.63","-51.041","0.1716"
"880.0","296.96","0.8743","0.8","286.67","9.96","286.84","0.625","-50.43","0.1698"
"890.0","296.46","0.8728","0.8","289.63","10.02","289.81","0.625","-50.302","0.1697"
"900.0","295.96","0.8713","0.8","292.59","10.08","292.77","0.621","-49.801","0.1683"
"910.0","295.46","0.8698","0.9","295.55","10.14","295.73","0.618","-49.396","0.1672"
"920.0","294.96","0.8684","0.9","298.5","10.2","298.68","0.619","-49.256","0.167"
"930.0","294.47","0.8669","0.9","301.45","10.25","301.62","0.622","-49.383","0.1677"
"940.0","293.97","0.8655","0.9","304.39","10.31","304.57","0.626","-49.489","0.1684"
"950.0","293.48","0.864","0.9","307.33","10.36","307.5","0.631","-49.761","0.1696"
"960.0","292.98","0.8626","0.9","310.26","10.42","310.44","0.634","-49.78","0.1699"
"970.0","292.48","0.8611","0.9","313.19","10.47","313.36","0.635","-49.693","0.1699"
"980.0","291.99","0.8596","0.9","316.11","10.52","316.29","0.638","-49.79","0.1705"
"990.0","291.49","0.8582","0.9","319.03","10.57","319.2","0.641","-49.801","0.1709"
"1000.0","290.99","0.8567","0.9","321.94","10.62","322.12","0.644","-49.918","0.1716"
"1010.0","290.49","0.8552","1.0","324.85","10.66","325.02","0.643","-49.63","0.1709"
"1020.0","290.0","0.8538","1.0","327.75","10.71","327.93","0.643","-49.446","0.1705"
"1030.0","289.51","0.8524","1.0","330.65","10.76","330.82","0.643","-49.268","0.1702"
"1040.0","289.02","0.8509","1.0","333.54","10.8","333.72","0.64","-48.905","0.1692"
"1050.0","288.53","0.8495","1.0","336.43","10.84","336.6","0.636","-48.421","0.1678"
"1060.0","288.05","0.8481","1.0","339.31","10.89","339.49","0.634","-48.148","0.1672"
"1070.0","287.56","0.8466","1.0","342.19","10.93","342.36","0.634","-47.956","0.1668"
"1080.0","287.08","0.8452","1.0","345.06","10.97","345.24","0.634","-47.792","0.1665"
"1090.0","286.61","0.8438","1.0","347.93","11.01","348.11","0.638","-47.921","0.1672"
"1100.0","286.13","0.8424","1.1","350.8","11.05","350.97","0.639","-47.841","0.1672"
"1110.0","285.65","0.841","1.1","353.65","11.08","353.83","0.637","-47.551","0.1665"
"1120.0","285.18","0.8396","1.1","356.51","11.12","356.68","0.637","-47.413","0.1663"
"1130.0","284.71","0.8382","1.1","359.36","11.15","359.53","0.636","-47.153","0.1656"
"1140.0","284.24","0.8369","1.1","362.2","11.19","362.38","0.633","-46.766","0.1645"
"1150.0","283.77","0.8355","1.1","365.04","11.22","365.22","0.631","-46.506","0.1639"
"1160.0","283.3","0.8341","1.1","367.88","11.25","368.05","0.63","-46.264","0.1633"
"1170.0","282.84","0.8328","1.1","370.71","11.28","370.88","0.63","-46.105","0.163"
"1180.0","282.38","0.8314","1.1","373.54","11.31","373.71","0.628","-45.774","0.1621"
"1190.0","281.93","0.8301","1.2","376.36","11.34","376.53","0.628","-45.665","0.162"
"1200.0","281.47","0.8287","1.2","379.18","11.37","379.35","0.625","-45.314","0.161"
"1210.0","281.02","0.8274","1.2","381.99","11.4","382.16","0.623","-45.018","0.1602"
"1220.0","280.57","0.8261","1.2","384.8","11.42","384.97","0.623","-44.822","0.1598"
