"TIME","VEL","VEL","ASPECT","X-DIST","Y-HEIGHT","SLANT","DRAG","ACCL","RETARD"
"1230.0","263.63","0.7855","1.3","361.4","13.94","361.67","0.642","-41.199","0.1563"
"1240.0","263.22","0.7843","1.3","364.04","13.99","364.31","0.64","-40.974","0.1557"
"1250.0","262.82","0.7831","1.3","366.67","14.03","366.94","0.639","-40.746","0.155"
"1260.0","262.41","0.7819","1.3","369.29","14.07","369.56","0.634","-40.318","0.1536"
"1270.0","262.01","0.7807","1.3","371.92","14.11","372.18","0.632","-40.082","0.153"
"1280.0","261.62","0.7795","1.3","374.54","14.15","374.8","0.621","-39.263","0.1501"
"1290.0","261.23","0.7784","1.3","377.15","14.18","377.42","0.609","-38.389","0.147"
"1300.0","260.86","0.7773","1.4","379.76","14.22","380.03","0.593","-37.307","0.143"
"1310.0","260.48","0.7762","1.4","382.37","14.26","382.63","0.585","-36.691","0.1409"
"1320.0","260.12","0.7751","1.4","384.97","14.29","385.24","0.578","-36.147","0.139"
"1330.0","259.75","0.774","1.4","387.57","14.32","387.84","0.574","-35.77","0.1377"
"1340.0","259.39","0.7729","1.4","390.17","14.36","390.43","0.572","-35.578","0.1372"
"1350.0","259.03","0.7719","1.4","392.76","14.39","393.02","0.574","-35.593","0.1374"
"1360.0","258.68","0.7708","1.4","395.35","14.42","395.61","0.583","-36.042","0.1393"
"1370.0","258.32","0.7697","1.4","397.94","14.45","398.2","0.583","-35.962","0.1392"
"1380.0","257.97","0.7687","1.5","400.52","14.47","400.78","0.581","-35.729","0.1385"
"1390.0","257.61","0.7676","1.5","403.1","14.5","403.36","0.573","-35.122","0.1363"
"1400.0","257.26","0.7666","1.5","405.67","14.53","405.93","0.571","-34.91","0.1357"
"1410.0","256.91","0.7656","1.5","408.24","14.55","408.5","0.567","-34.565","0.1345"
"1420.0","256.57","0.7645","1.5","410.81","14.58","411.07","0.567","-34.475","0.1344"
"1430.0","256.21","0.7635","1.5","413.38","14.6","413.63","0.571","-34.627","0.1352"
"1440.0","255.86","0.7624","1.5","415.94","14.62","416.19","0.577","-34.906","0.1364"
"1450.0","255.52","0.7614","1.5","418.49","14.64","418.75","0.585","-35.293","0.1381"
"1460.0","255.17","0.7604","1.6","421.05","14.66","421.3","0.59","-35.459","0.139"
"1470.0","254.82","0.7593","1.6","423.6","14.68","423.85","0.592","-35.467","0.1392"
"1480.0","254.47","0.7583","1.6","426.15","14.7","426.4","0.588","-35.155","0.1382"
"1490.0","254.12","0.7573","1.6","428.69","14.72","428.94","0.584","-34.798","0.1369"
"1500.0","253.77","0.7562","1.6","431.23","14.73","431.48","0.58","-34.512","0.136"
"1510.0","253.42","0.7552","1.6","433.77","14.75","434.02","0.574","-34.016","0.1342"
"1520.0","253.09","0.7542","1.6","436.3","14.76","436.55","0.568","-33.576","0.1327"
"1530.0","252.76","0.7532","1.6","438.83","14.78","439.08","0.564","-33.267","0.1316"
"1540.0","252.43","0.7523","1.7","441.36","14.79","441.61","0.557","-32.766","0.1298"
"1550.0","252.1","0.7513","1.7","443.88","14.8","444.13","0.552","-32.398","0.1285"
"1560.0","251.78","0.7503","1.7","446.4","14.81","446.65","0.546","-31.972","0.127"
"1570.0","251.46","0.7494","1.7","448.92","14.82","449.16","0.543","-31.721","0.1262"
"1580.0","251.14","0.7484","1.7","451.43","14.83","451.68","0.538","-31.336","0.1248"
"1590.0","250.82","0.7475","1.7","453.94","14.83","454.19","0.542","-31.507","0.1256"
"1600.0","250.51","0.7466","1.7","456.45","14.84","456.69","0.548","-31.743","0.1267"
"1610.0","250.19","0.7456","1.8","458.96","14.84","459.2","0.554","-32.021","0.128"
"1620.0","249.87","0.7447","1.8","461.46","14.85","461.7","0.553","-31.865","0.1275"
"1630.0","249.56","0.7438","1.8","463.96","14.85","464.19","0.549","-31.53","0.1263"
"1640.0","249.25","0.7428","1.8","466.45","14.85","466.69","0.544","-31.192","0.1252"
"1650.0","248.94","0.7419","1.8","468.94","14.85","469.18","0.537","-30.716","0.1234"
"1660.0","248.63","0.741","1.8","471.43","14.85","471.67","0.534","-30.483","0.1226"
"1670.0","248.32","0.7401","1.8","473.92","14.85","474.15","0.53","-30.146","0.1214"
"1680.0","248.02","0.7392","1.8","476.4","14.85","476.63","0.526","-29.86","0.1204"
"1690.0","247.72","0.7383","1.9","478.88","14.85","479.11","0.523","-29.636","0.1196"
"1700.0","247.43","0.7374","1.9","481.36","14.85","481.59","0.526","-29.696","0.12"
"1710.0","247.13","0.7366","1.9","483.83","14.84","484.06","0.522","-29.408","0.119"
"1720.0","246.84","0.7357","1.9","486.3","14.84","486.53","0.517","-29.092","0.1179"
"1730.0","246.55","0.7348","1.9","488.77","14.83","489.0","0.513","-28.803","0.1168"
"1740.0","246.26","0.734","1.9","491.24","14.82","491.46","0.507","-28.364","0.1152"
"1750.0","245.98","0.7331","1.9","493.7","14.81","493.92","0.508","-28.338","0.1152"
"1760.0","245.69","0.7323","1.9","496.16","14.8","496.38","0.513","-28.573","0.1163"
"1770.0","245.41","0.7315","2.0","498.62","14.79","498.84","0.511","-28.37","0.1156"
"1780.0","245.13","0.7306","2.0","501.07","14.78","501.29","0.51","-28.278","0.1154"
"1790.0","244.84","0.7298","2.0","503.52","14.77","503.74","0.517","-28.586","0.1168"
"1800.0","244.56","0.7289","2.0","505.97","14.75","506.19","0.517","-28.496","0.1165"
"1810.0","244.28","0.7281","2.0","508.42","14.74","508.63","0.512","-28.187","0.1154"
"1820.0","244.0","0.7273","2.0","510.86","14.72","511.07","0.507","-27.854","0.1142"
"1830.0","243.72","0.7265","2.0","513.3","14.71","513.51","0.501","-27.422","0.1125"
"1840.0","243.45","0.7257","2.1","515.74","14.69","515.95","0.494","-27.021","0.111"
"1850.0","243.18","0.7249","2.1","518.17","14.67","518.38","0.491","-26.802","0.1102"
"1860.0","242.92","0.7241","2.1","520.6","14.65","520.81","0.482","-26.232","0.108"
"1870.0","242.65","0.7233","2.1","523.03","14.63","523.24","0.476","-25.861","0.1066"
"1880.0","242.39","0.7225","2.1","525.46","14.61","525.66","0.482","-26.089","0.1076"
"1890.0","242.13","0.7218","2.1","527.88","14.59","528.09","0.484","-26.173","0.1081"
"1900.0","241.87","0.721","2.1","530.31","14.57","530.51","0.481","-25.94","0.1073"
"1910.0","241.61","0.7202","2.2","532.72","14.54","532.92","0.483","-25.989","0.1076"
"1920.0","241.35","0.7194","2.2","535.14","14.52","535.34","0.486","-26.103","0.1082"
"1930.0","241.08","0.7187","2.2","537.55","14.49","537.75","0.492","-26.328","0.1092"
"1940.0","240.83","0.7179","2.2","539.97","14.46","540.16","0.488","-26.058","0.1082"
"1950.0","240.57","0.7171","2.2","542.37","14.44","542.57","0.484","-25.828","0.1074"
"1960.0","240.31","0.7164","2.2","544.78","14.41","544.97","0.48","-25.532","0.1063"
"1970.0","240.06","0.7157","2.2","547.18","14.38","547.37","0.469","-24.912","0.1038"
"1980.0","239.82","0.7149","2.2","549.58","14.35","549.77","0.463","-24.545","0.1024"
"1990.0","239.57","0.7142","2.3","551.98","14.32","552.17","0.455","-24.059","0.1004"
"2000.0","239.32","0.7135","2.3","554.38","14.28","554.56","0.451","-23.813","0.0995"
"2010.0","239.08","0.7128","2.3","556.77","14.25","556.95","0.452","-23.829","0.0997"
"2020.0","238.85","0.7121","2.3","559.16","14.21","559.34","0.455","-23.9","0.1001"
"2030.0","238.61","0.7114","2.3","561.55","14.18","561.73","0.451","-23.67","0.0992"
"2040.0","238.37","0.7107","2.3","563.94","14.14","564.12","0.452","-23.662","0.0993"
"2050.0","238.14","0.71","2.3","566.32","14.11","566.5","0.454","-23.698","0.0995"
"2060.0","237.91","0.7093","2.4","568.71","14.07","568.88","0.445","-23.221","0.0976"
"2070.0","237.68","0.7086","2.4","571.09","14.03","571.26","0.436","-22.696","0.0955"
"2080.0","237.45","0.7079","2.4","573.46","13.99","573.63","0.429","-22.298","0.0939"
"2090.0","237.23","0.7073","2.4","575.84","13.95","576.01","0.423","-21.93","0.0924"
"2100.0","237.01","0.7066","2.4","578.21","13.9","578.38","0.423","-21.896","0.0924"
"2110.0","236.79","0.706","2.4","580.58","13.86","580.75","0.421","-21.712","0.0917"
"2120.0","236.57","0.7053","2.4","582.95","13.82","583.11","0.421","-21.681","0.0917"
"2130.0","236.35","0.7047","2.5","585.32","13.77","585.48","0.422","-21.711","0.0919"
"2140.0","236.14","0.7041","2.5","587.68","13.73","587.84","0.428","-21.98","0.0931"
"2150.0","235.91","0.7034","2.5","590.04","13.68","590.2","0.435","-22.266","0.0944"
"2160.0","235.69","0.7027","2.5","592.4","13.63","592.56","0.437","-22.342","0.0948"
"2170.0","235.47","0.7021","2.5","594.76","13.58","594.91","0.435","-22.167","0.0941"
"2180.0","235.25","0.7015","2.5","597.11","13.53","597.27","0.433","-22.032","0.0937"
"2190.0","235.04","0.7008","2.5","599.47","13.48","599.62","0.428","-21.731","0.0925"
"2200.0","234.82","0.7002","2.5","601.82","13.43","601.97","0.421","-21.334","0.0909"
"2210.0","234.61","0.6996","2.6","604.17","13.38","604.32","0.414","-20.97","0.0894"
"2220.0","234.4","0.699","2.6","606.51","13.33","606.66","0.407","-20.565","0.0877"
"2230.0","234.19","0.6983","2.6","608.86","13.27","609.0","0.405","-20.422","0.0872"
"2240.0","233.99","0.6977","2.6","611.2","13.22","611.35","0.407","-20.483","0.0875"
"2250.0","233.78","0.6971","2.6","613.54","13.16","613.68","0.417","-20.937","0.0896"
"2260.0","233.56","0.6965","2.6","615.88","13.1","616.02","0.425","-21.3","0.0912"
"2270.0","233.35","0.6958","2.6","618.22","13.05","618.36","0.436","-21.796","0.0934"
"2280.0","233.13","0.6952","2.7","620.55","12.99","620.69","0.44","-21.973","0.0943"
"2290.0","232.92","0.6946","2.7","622.88","12.93","623.02","0.443","-22.063","0.0947"
"2300.0","232.7","0.6939","2.7","625.21","12.87","625.35","0.444","-22.094","0.095"
"2310.0","232.48","0.6933","2.7","627.54","12.8","627.67","0.437","-21.72","0.0934"
"2320.0","232.27","0.6927","2.7","629.87","12.74","630.0","0.433","-21.453","0.0924"
"2330.0","232.05","0.692","2.7","632.19","12.68","632.32","0.42","-20.761","0.0895"
"2340.0","231.85","0.6914","2.7","634.51","12.61","634.64","0.412","-20.354","0.0878"
"2350.0","231.64","0.6908","2.8","636.83","12.55","636.95","0.414","-20.395","0.0881"
"2360.0","231.44","0.6902","2.8","639.15","12.48","639.27","0.408","-20.079","0.0868"
"2370.0","231.23","0.6896","2.8","641.46","12.41","641.58","0.408","-20.053","0.0867"
"2380.0","231.03","0.689","2.8","643.78","12.35","643.89","0.409","-20.037","0.0867"
"2390.0","230.83","0.6884","2.8","646.09","12.28","646.2","0.418","-20.431","0.0885"
"2400.0","230.63","0.6878","2.8","648.4","12.21","648.51","0.418","-20.421","0.0886"
"2410.0","230.43","0.6873","2.8","650.7","12.14","650.82","0.42","-20.472","0.0888"
"2420.0","230.23","0.6867","2.9","653.01","12.06","653.12","0.417","-20.279","0.0881"
"2430.0","230.02","0.6861","2.9","655.31","11.99","655.42","0.412","-19.977","0.0869"
"2440.0","229.83","0.6855","2.9","657.61","11.92","657.72","0.412","-19.941","0.0868"
"2450.0","229.62","0.6849","2.9","659.91","11.84","660.02","0.408","-19.746","0.086"
"2460.0","229.42","0.6843","2.9","662.21","11.77","662.31","0.41","-19.774","0.0862"
"2470.0","229.22","0.6837","2.9","664.5","11.69","664.61","0.411","-19.798","0.0864"
"2480.0","229.02","0.6831","2.9","666.8","11.61","666.9","0.417","-20.077","0.0877"
"2490.0","228.83","0.6826","3.0","669.09","11.54","669.19","0.416","-19.971","0.0873"
"2500.0","228.63","0.682","3.0","671.38","11.46","671.47","0.412","-19.755","0.0864"
"2510.0","228.44","0.6814","3.0","673.66","11.38","673.76","0.409","-19.546","0.0856"
"2520.0","228.24","0.6808","3.0","675.95","11.3","676.04","0.406","-19.402","0.085"
"2530.0","228.05","0.6803","3.0","678.23","11.21","678.32","0.398","-18.971","0.0832"
"2540.0","227.87","0.6797","3.0","680.51","11.13","680.6","0.389","-18.507","0.0812"
"2550.0","227.68","0.6792","3.0","682.79","11.05","682.88","0.379","-18.015","0.0791"
"2560.0","227.5","0.6787","3.1","685.07","10.96","685.16","0.374","-17.743","0.078"
"2570.0","227.32","0.6781","3.1","687.34","10.88","687.43","0.376","-17.79","0.0783"
"2580.0","227.14","0.6776","3.1","689.62","10.79","689.7","0.374","-17.69","0.0779"
"2590.0","226.97","0.6771","3.1","691.89","10.7","691.97","0.368","-17.361","0.0765"
"2600.0","226.79","0.6766","3.1","694.16","10.61","694.24","0.377","-17.755","0.0783"
"2610.0","226.61","0.676","3.1","696.43","10.53","696.51","0.384","-18.04","0.0796"
"2620.0","226.43","0.6755","3.2","698.7","10.44","698.77","0.391","-18.331","0.081"
"2630.0","226.25","0.675","3.2","700.96","10.34","701.04","0.393","-18.411","0.0814"
"2640.0","226.06","0.6744","3.2","703.22","10.25","703.3","0.4","-18.694","0.0827"
"2650.0","225.87","0.6739","3.2","705.49","10.16","705.56","0.4","-18.681","0.0827"
"2660.0","225.69","0.6734","3.2","707.75","10.07","707.82","0.397","-18.492","0.0819"
"2670.0","225.51","0.6728","3.2","710.0","9.97","710.07","0.403","-18.753","0.0832"
"2680.0","225.32","0.6723","3.2","712.26","9.88","712.33","0.395","-18.341","0.0814"
"2690.0","225.14","0.6717","3.3","714.51","9.78","714.58","0.398","-18.467","0.082"
"2700.0","224.96","0.6712","3.3","716.76","9.68","716.83","0.381","-17.641","0.0784"
"2710.0","224.78","0.6707","3.3","719.01","9.58","719.08","0.388","-17.9","0.0796"
"2720.0","224.61","0.6702","3.3","721.26","9.48","721.33","0.374","-17.23","0.0767"
"2730.0","224.43","0.6697","3.3","723.51","9.38","723.57","0.381","-17.55","0.0782"
"2740.0","224.25","0.6691","3.3","725.75","9.28","725.81","0.394","-18.104","0.0807"
"2750.0","224.07","0.6686","3.3","728.0","9.18","728.06","0.387","-17.75","0.0792"
"2760.0","223.89","0.6681","3.4","730.24","9.08","730.3","0.403","-18.449","0.0824"
"2770.0","223.7","0.6675","3.4","732.48","8.97","732.53","0.42","-19.183","0.0858"
"2780.0","223.51","0.667","3.4","734.72","8.87","734.77","0.437","-19.929","0.0892"
"2790.0","223.31","0.6664","3.4","736.95","8.76","737.0","0.43","-19.594","0.0878"
"2800.0","223.1","0.6658","3.4","739.18","8.66","739.23","0.436","-19.808","0.0888"
"2810.0","222.91","0.6652","3.4","741.42","8.55","741.46","0.436","-19.808","0.0889"
"2820.0","222.71","0.6646","3.4","743.65","8.44","743.69","0.437","-19.808","0.0889"
"2830.0","222.51","0.664","3.5","745.87","8.33","745.92","0.438","-19.808","0.089"
"2840.0","222.31","0.6634","3.5","748.1","8.22","748.14","0.439","-19.808","0.0891"
"2850.0","222.11","0.6629","3.5","750.32","8.11","750.37","0.44","-19.808","0.0892"
"2860.0","221.91","0.6623","3.5","752.54","8.0","752.59","0.44","-19.808","0.0893"
"2870.0","221.72","0.6617","3.5","754.76","7.89","754.8","0.441","-19.808","0.0893"
"2880.0","221.52","0.6611","3.5","756.98","7.77","757.02","0.442","-19.808","0.0894"
