0.0,321.5,0.9572,0.0,0.0,0.0,0.0,0.674,-64.497,0.2006
10.0,320.86,0.9553,0.0,3.21,0.18,3.21,0.677,-64.497,0.201
20.0,320.21,0.9534,0.0,6.41,0.37,6.42,0.68,-64.497,0.2014
30.0,319.57,0.9515,0.0,9.6,0.55,9.62,0.683,-64.497,0.2018
40.0,318.92,0.9495,0.0,12.79,0.73,12.81,0.685,-64.497,0.2022
50.0,318.28,0.9476,0.0,15.97,0.91,16.0,0.688,-64.497,0.2026
60.0,317.63,0.9457,0.1,19.14,1.09,19.17,0.691,-64.497,0.2031
70.0,316.99,0.9438,0.1,22.31,1.26,22.35,0.694,-64.497,0.2035
80.0,316.34,0.9419,0.1,25.47,1.44,25.51,0.697,-64.497,0.2039
90.0,315.7,0.9399,0.1,28.63,1.61,28.67,0.7,-64.497,0.2043
100.0,315.05,0.938,0.1,31.78,1.78,31.83,0.703,-64.497,0.2047
110.0,314.41,0.9361,0.1,34.92,1.95,34.98,0.705,-64.497,0.2051
120.0,313.76,0.9342,0.1,38.06,2.12,38.12,0.708,-64.497,0.2056
130.0,313.12,0.9323,0.1,41.19,2.29,41.25,0.711,-64.497,0.206
140.0,312.47,0.9303,0.1,44.31,2.46,44.38,0.714,-64.497,0.2064
150.0,311.83,0.9284,0.1,47.43,2.63,47.5,0.717,-64.497,0.2068
160.0,311.18,0.9265,0.1,50.54,2.79,50.62,0.72,-64.497,0.2073
170.0,310.54,0.9246,0.2,53.64,2.95,53.72,0.723,-64.497,0.2077
180.0,309.89,0.9227,0.2,56.74,3.11,56.83,0.726,-64.497,0.2081
190.0,309.25,0.9207,0.2,59.83,3.28,59.92,0.726,-64.17,0.2075
200.0,308.6,0.9188,0.2,62.92,3.43,63.01,0.704,-61.965,0.2008
210.0,307.98,0.917,0.2,66.0,3.59,66.09,0.701,-61.455,0.1995
220.0,307.38,0.9152,0.2,69.07,3.75,69.17,0.704,-61.478,0.2
230.0,306.78,0.9134,0.2,72.14,3.9,72.24,0.708,-61.583,0.2007
240.0,306.16,0.9115,0.2,75.2,4.06,75.31,0.697,-60.448,0.1974
250.0,305.54,0.9097,0.2,78.25,4.21,78.37,0.694,-59.897,0.196
260.0,304.93,0.9079,0.2,81.3,4.36,81.42,0.7,-60.15,0.1973
270.0,304.33,0.9061,0.3,84.34,4.51,84.46,0.709,-60.72,0.1995
280.0,303.73,0.9043,0.3,87.38,4.66,87.5,0.719,-61.329,0.2019
290.0,303.12,0.9025,0.3,90.41,4.81,90.54,0.722,-61.345,0.2024
300.0,302.51,0.9007,0.3,93.44,4.95,93.57,0.724,-61.214,0.2024
310.0,301.91,0.8989,0.3,96.45,5.1,96.59,0.718,-60.532,0.2005
320.0,301.31,0.8971,0.3,99.47,5.24,99.6,0.709,-59.482,0.1974
330.0,300.72,0.8954,0.3,102.47,5.39,102.61,0.692,-57.848,0.1924
340.0,300.15,0.8937,0.3,105.47,5.53,105.62,0.679,-56.528,0.1883
350.0,299.6,0.892,0.3,108.47,5.67,108.62,0.67,-55.637,0.1857
