0.0,356.38,1.0558,0.0,0.0,0.0,0.0,0.839,-97.171,0.2727
10.0,355.41,1.0529,0.0,3.56,0.16,3.56,0.844,-97.171,0.2734
20.0,354.44,1.05,0.0,7.1,0.31,7.11,0.849,-97.171,0.2742
30.0,353.46,1.0472,0.0,10.64,0.46,10.65,0.853,-97.171,0.2749
40.0,352.49,1.0443,0.0,14.16,0.61,14.18,0.858,-97.171,0.2757
50.0,351.52,1.0414,0.0,17.68,0.76,17.7,0.863,-97.171,0.2764
60.0,350.55,1.0385,0.1,21.19,0.91,21.21,0.868,-97.171,0.2772
70.0,349.58,1.0356,0.1,24.69,1.05,24.71,0.873,-97.171,0.278
80.0,348.6,1.0328,0.1,28.17,1.2,28.2,0.878,-97.171,0.2787
90.0,347.63,1.0299,0.1,31.65,1.34,31.68,0.883,-97.171,0.2795
100.0,346.66,1.027,0.1,35.12,1.49,35.15,0.888,-97.171,0.2803
110.0,345.69,1.0241,0.1,38.58,1.63,38.61,0.893,-97.171,0.2811
120.0,344.69,1.0212,0.1,42.03,1.77,42.07,0.879,-95.113,0.2759
130.0,343.71,1.0183,0.1,45.47,1.9,45.51,0.864,-92.951,0.2704
140.0,342.78,1.0155,0.1,48.9,2.04,48.94,0.868,-92.951,0.2712
150.0,341.86,1.0128,0.1,52.32,2.18,52.36,0.88,-93.645,0.2739
160.0,340.93,1.01,0.1,55.73,2.31,55.78,0.874,-92.512,0.2714
170.0,340.0,1.0073,0.1,59.13,2.44,59.18,0.875,-92.154,0.271
180.0,339.08,1.0045,0.2,62.52,2.57,62.58,0.874,-91.582,0.2701
190.0,338.16,1.0018,0.2,65.91,2.7,65.96,0.873,-90.943,0.2689
200.0,337.26,0.9992,0.2,69.28,2.83,69.34,0.874,-90.577,0.2686
210.0,336.36,0.9965,0.2,72.65,2.96,72.71,0.877,-90.358,0.2686
220.0,335.46,0.9938,0.2,76.01,3.09,76.07,0.878,-89.983,0.2682
230.0,334.56,0.9912,0.2,79.35,3.21,79.42,0.872,-88.937,0.2658
240.0,333.67,0.9885,0.2,82.69,3.33,82.76,0.875,-88.721,0.2659
