0.0,388.21,1.1575,0.0,0.0,0.0,0.0,0.893,-124.156,0.3198
10.0,386.97,1.1538,0.0,3.87,0.2,3.88,0.899,-124.156,0.3208
20.0,385.73,1.1501,0.0,7.73,0.39,7.74,0.904,-124.156,0.3219
30.0,384.49,1.1464,0.0,11.58,0.58,11.59,0.91,-124.156,0.3229
40.0,383.25,1.1427,0.0,15.41,0.77,15.43,0.916,-124.156,0.324
50.0,382.0,1.139,0.0,19.23,0.96,19.26,0.922,-124.156,0.325
60.0,380.76,1.1353,0.0,23.04,1.15,23.07,0.928,-124.156,0.3261
70.0,379.52,1.1316,0.1,26.84,1.34,26.87,0.934,-124.156,0.3271
80.0,378.28,1.1279,0.1,30.62,1.52,30.66,0.941,-124.156,0.3282
90.0,377.05,1.1242,0.1,34.39,1.7,34.44,0.949,-124.396,0.3299
100.0,375.79,1.1205,0.1,38.15,1.88,38.2,0.927,-120.779,0.3214
110.0,374.61,1.1169,0.1,41.9,2.06,41.95,0.914,-118.327,0.3159
120.0,373.42,1.1134,0.1,45.64,2.24,45.69,0.888,-114.262,0.306
130.0,372.24,1.1099,0.1,49.36,2.42,49.42,0.882,-112.726,0.3028
140.0,371.11,1.1065,0.1,53.07,2.59,53.14,0.908,-115.391,0.3109
150.0,369.97,1.1031,0.1,56.78,2.77,56.84,0.936,-118.234,0.3196
160.0,368.79,1.0996,0.1,60.47,2.94,60.54,0.918,-115.123,0.3122
170.0,367.65,1.0962,0.1,64.14,3.11,64.22,0.93,-115.964,0.3154
180.0,366.51,1.0928,0.1,67.81,3.28,67.89,0.925,-114.564,0.3126
190.0,365.36,1.0894,0.1,71.47,3.45,71.55,0.918,-113.081,0.3095
200.0,364.23,1.086,0.2,75.11,3.61,75.2,0.914,-111.883,0.3072
210.0,363.11,1.0826,0.2,78.74,3.78,78.83,0.92,-111.895,0.3082
220.0,361.99,1.0793,0.2,82.37,3.94,82.46,0.926,-111.917,0.3092
230.0,360.87,1.076,0.2,85.98,4.1,86.07,0.928,-111.463,0.3089
240.0,359.76,1.0727,0.2,89.58,4.26,89.68,0.934,-111.479,0.3099
250.0,358.66,1.0694,0.2,93.16,4.42,93.27,0.933,-110.694,0.3086
260.0,357.56,1.0661,0.2,96.74,4.58,96.85,0.927,-109.247,0.3055
270.0,356.48,1.0629,0.2,100.31,4.73,100.42,0.918,-107.626,0.3019
280.0,355.4,1.0597,0.2,103.87,4.89,103.98,0.917,-106.803,0.3005
290.0,354.34,1.0565,0.2,107.41,5.04,107.53,0.913,-105.726,0.2984
300.0,353.29,1.0534,0.2,110.95,5.19,111.07,0.909,-104.584,0.296
310.0,352.26,1.0503,0.2,114.47,5.34,114.59,0.905,-103.518,0.2939
320.0,351.22,1.0472,0.3,117.98,5.49,118.11,0.901,-102.525,0.2919
330.0,350.2,1.0442,0.3,121.49,5.64,121.62,0.904,-102.215,0.2919
340.0,349.17,1.0411,0.3,124.98,5.78,125.12,0.903,-101.546,0.2908
