0.0,318.59,0.9465,0.0,0.0,0.0,0.0,0.673,-65.839,0.2067
10.0,317.93,0.9445,0.0,3.18,0.17,3.18,0.676,-65.839,0.2071
20.0,317.28,0.9426,0.0,6.35,0.34,6.36,0.679,-65.839,0.2075
30.0,316.62,0.9406,0.0,9.51,0.51,9.53,0.682,-65.839,0.208
40.0,315.96,0.9386,0.0,12.67,0.68,12.69,0.685,-65.839,0.2084
50.0,315.3,0.9367,0.0,15.83,0.85,15.85,0.687,-65.839,0.2088
60.0,314.64,0.9347,0.1,18.97,1.01,19.0,0.69,-65.839,0.2093
70.0,313.98,0.9328,0.1,22.11,1.17,22.14,0.693,-65.839,0.2097
80.0,313.33,0.9308,0.1,25.24,1.34,25.28,0.696,-65.839,0.2101
90.0,312.67,0.9289,0.1,28.37,1.5,28.41,0.699,-65.839,0.2106
100.0,312.01,0.9269,0.1,31.49,1.66,31.53,0.702,-65.839,0.211
110.0,311.35,0.925,0.1,34.6,1.82,34.65,0.705,-65.839,0.2115
120.0,310.69,0.923,0.1,37.71,1.97,37.76,0.689,-64.045,0.2061
130.0,310.05,0.9211,0.1,40.81,2.13,40.86,0.692,-64.045,0.2066
140.0,309.42,0.9192,0.1,43.9,2.28,43.96,0.689,-63.513,0.2053
150.0,308.79,0.9174,0.1,46.99,2.44,47.05,0.681,-62.504,0.2024
160.0,308.12,0.9154,0.2,50.07,2.59,50.13,0.646,-59.107,0.1918
170.0,307.53,0.9136,0.2,53.14,2.74,53.21,0.641,-58.377,0.1898
180.0,306.94,0.9119,0.2,56.21,2.89,56.28,0.644,-58.467,0.1905
190.0,306.37,0.9102,0.2,59.27,3.04,59.35,0.661,-59.758,0.1951
200.0,305.77,0.9084,0.2,62.33,3.18,62.41,0.657,-59.143,0.1934
210.0,305.16,0.9066,0.2,65.38,3.33,65.47,0.66,-59.238,0.1941
220.0,304.57,0.9048,0.2,68.43,3.47,68.52,0.669,-59.764,0.1962
230.0,303.98,0.9031,0.2,71.47,3.62,71.56,0.671,-59.758,0.1966
240.0,303.38,0.9013,0.2,74.5,3.76,74.59,0.678,-60.086,0.1981
250.0,302.78,0.8995,0.2,77.53,3.9,77.63,0.677,-59.741,0.1973
260.0,302.19,0.8978,0.2,80.55,4.04,80.65,0.671,-59.021,0.1953
270.0,301.61,0.896,0.3,83.57,4.17,83.67,0.648,-56.805,0.1883
280.0,301.05,0.8944,0.3,86.58,4.31,86.68,0.644,-56.222,0.1868
290.0,300.49,0.8927,0.3,89.58,4.45,89.69,0.64,-55.676,0.1853
300.0,299.92,0.891,0.3,92.58,4.58,92.69,0.632,-54.79,0.1827
310.0,299.37,0.8894,0.3,95.57,4.71,95.69,0.629,-54.29,0.1813
320.0,298.83,0.8878,0.3,98.56,4.85,98.68,0.632,-54.406,0.1821
330.0,298.29,0.8862,0.3,101.54,4.98,101.67,0.637,-54.608,0.1831
340.0,297.74,0.8845,0.3,104.52,5.11,104.65,0.647,-55.28,0.1857
350.0,297.19,0.8829,0.3,107.49,5.23,107.62,0.641,-54.542,0.1835
360.0,296.65,0.8813,0.3,110.46,5.36,110.59,0.633,-53.643,0.1808
370.0,296.11,0.8797,0.4,113.42,5.49,113.55,0.641,-54.098,0.1827
380.0,295.56,0.8781,0.4,116.38,5.61,116.51,0.646,-54.376,0.184
390.0,295.03,0.8765,0.4,119.33,5.73,119.46,0.644,-53.948,0.1829
400.0,294.49,0.8749,0.4,122.27,5.86,122.41,0.64,-53.461,0.1815
410.0,293.97,0.8733,0.4,125.21,5.98,125.35,0.64,-53.241,0.1811
420.0,293.44,0.8718,0.4,128.15,6.1,128.29,0.64,-53.056,0.1808
430.0,292.91,0.8702,0.4,131.08,6.22,131.22,0.627,-51.837,0.177
440.0,292.39,0.8687,0.4,134.0,6.33,134.15,0.621,-51.123,0.1748
450.0,291.88,0.8671,0.4,136.92,6.45,137.07,0.629,-51.598,0.1768
460.0,291.36,0.8656,0.4,139.83,6.56,139.99,0.634,-51.855,0.178
470.0,290.85,0.8641,0.5,142.74,6.68,142.9,0.633,-51.538,0.1772
480.0,290.34,0.8626,0.5,145.65,6.79,145.8,0.632,-51.29,0.1767
490.0,289.82,0.861,0.5,148.54,6.9,148.7,0.636,-51.401,0.1774
500.0,289.31,0.8595,0.5,151.44,7.01,151.6,0.633,-50.988,0.1762
510.0,288.8,0.858,0.5,154.33,7.12,154.49,0.627,-50.361,0.1744
520.0,288.31,0.8565,0.5,157.21,7.23,157.38,0.613,-49.038,0.1701
530.0,287.82,0.8551,0.5,160.09,7.34,160.26,0.617,-49.231,0.1711
540.0,287.3,0.8536,0.5,162.96,7.44,163.13,0.631,-50.165,0.1746
550.0,286.8,0.8521,0.5,165.83,7.55,166.0,0.637,-50.477,0.176
560.0,286.29,0.8506,0.5,168.7,7.65,168.87,0.652,-51.414,0.1796
570.0,285.79,0.8491,0.6,171.55,7.75,171.73,0.655,-51.45,0.18
580.0,285.29,0.8476,0.6,174.41,7.85,174.58,0.651,-50.961,0.1786
590.0,284.78,0.8461,0.6,177.26,7.95,177.44,0.635,-49.571,0.1741
600.0,284.28,0.8446,0.6,180.1,8.05,180.28,0.624,-48.544,0.1708
610.0,283.81,0.8432,0.6,182.94,8.15,183.12,0.614,-47.629,0.1678
620.0,283.32,0.8417,0.6,185.77,8.25,185.96,0.618,-47.764,0.1686
630.0,282.83,0.8403,0.6,188.6,8.34,188.79,0.636,-48.933,0.173
640.0,282.36,0.8389,0.6,191.43,8.43,191.61,0.634,-48.638,0.1723
650.0,281.88,0.8374,0.6,194.25,8.53,194.43,0.629,-48.093,0.1706
660.0,281.39,0.836,0.7,197.06,8.62,197.25,0.635,-48.371,0.1719
670.0,280.91,0.8346,0.7,199.87,8.71,200.06,0.638,-48.462,0.1725
680.0,280.42,0.8331,0.7,202.68,8.8,202.87,0.63,-47.653,0.1699
690.0,279.94,0.8317,0.7,205.48,8.89,205.67,0.629,-47.433,0.1694
700.0,279.47,0.8303,0.7,208.27,8.97,208.47,0.644,-48.404,0.1732
710.0,278.99,0.8289,0.7,211.07,9.06,211.26,0.647,-48.446,0.1737
720.0,278.5,0.8274,0.7,213.85,9.15,214.05,0.642,-47.886,0.1719
730.0,278.02,0.826,0.7,216.63,9.23,216.83,0.653,-48.558,0.1747
740.0,277.52,0.8245,0.7,219.41,9.31,219.61,0.668,-49.52,0.1784
750.0,277.03,0.8231,0.8,222.18,9.39,222.38,0.676,-49.915,0.1802
760.0,276.54,0.8216,0.8,224.95,9.47,225.15,0.671,-49.32,0.1783
770.0,276.07,0.8202,0.8,227.71,9.55,227.91,0.651,-47.737,0.1729
780.0,275.6,0.8188,0.8,230.47,9.63,230.67,0.632,-46.17,0.1675
790.0,275.14,0.8175,0.8,233.22,9.71,233.42,0.61,-44.421,0.1615
800.0,274.7,0.8161,0.8,235.97,9.79,236.17,0.591,-42.93,0.1563
810.0,274.26,0.8149,0.8,238.71,9.86,238.92,0.589,-42.641,0.1555
820.0,273.82,0.8135,0.8,241.45,9.93,241.66,0.61,-43.981,0.1606
830.0,273.39,0.8123,0.8,244.19,10.01,244.39,0.621,-44.617,0.1632
840.0,272.93,0.8109,0.9,246.92,10.08,247.13,0.641,-45.941,0.1683
850.0,272.46,0.8095,0.9,249.65,10.15,249.85,0.661,-47.199,0.1732
860.0,272.0,0.8082,0.9,252.37,10.22,252.57,0.669,-47.553,0.1748
870.0,271.53,0.8068,0.9,255.08,10.29,255.29,0.666,-47.227,0.1739
880.0,271.06,0.8054,0.9,257.8,10.35,258.01,0.661,-46.723,0.1724
890.0,270.62,0.8041,0.9,260.51,10.42,260.71,0.651,-45.811,0.1693
900.0,270.16,0.8027,0.9,263.21,10.48,263.42,0.621,-43.626,0.1615
910.0,269.72,0.8014,0.9,265.91,10.55,266.12,0.612,-42.826,0.1588
920.0,269.3,0.8001,0.9,268.6,10.61,268.81,0.612,-42.707,0.1586
930.0,268.87,0.7989,1.0,271.29,10.67,271.5,0.607,-42.175,0.1569
940.0,268.46,0.7976,1.0,273.98,10.73,274.19,0.592,-41.012,0.1528
950.0,268.05,0.7964,1.0,276.66,10.79,276.87,0.592,-40.897,0.1526
960.0,267.64,0.7952,1.0,279.34,10.85,279.55,0.591,-40.738,0.1522
970.0,267.23,0.794,1.0,282.01,10.91,282.22,0.584,-40.127,0.1502
980.0,266.83,0.7928,1.0,284.68,10.97,284.89,0.585,-40.087,0.1502
990.0,266.42,0.7916,1.0,287.35,11.02,287.56,0.595,-40.602,0.1524
1000.0,266.02,0.7904,1.0,290.01,11.08,290.22,0.61,-41.522,0.1561
1010.0,265.6,0.7892,1.0,292.67,11.13,292.88,0.614,-41.63,0.1567
1020.0,265.18,0.7879,1.1,295.32,11.18,295.54,0.616,-41.669,0.1571
1030.0,264.78,0.7867,1.1,297.97,11.23,298.19,0.614,-41.393,0.1563
1040.0,264.36,0.7855,1.1,300.62,11.28,300.83,0.616,-41.399,0.1566
1050.0,263.94,0.7842,1.1,303.26,11.33,303.47,0.62,-41.493,0.1572
1060.0,263.53,0.783,1.1,305.9,11.38,306.11,0.618,-41.232,0.1565
1070.0,263.11,0.7818,1.1,308.53,11.43,308.74,0.618,-41.144,0.1564
1080.0,262.71,0.7806,1.1,311.16,11.47,311.37,0.621,-41.176,0.1567
1090.0,262.3,0.7794,1.1,313.79,11.52,314.0,0.625,-41.337,0.1576
1100.0,261.89,0.7782,1.2,316.41,11.56,316.62,0.606,-39.95,0.1525
1110.0,261.51,0.777,1.2,319.02,11.6,319.23,0.581,-38.196,0.1461
1120.0,261.12,0.7759,1.2,321.64,11.64,321.85,0.58,-38.02,0.1456
1130.0,260.73,0.7747,1.2,324.25,11.69,324.46,0.58,-37.928,0.1455
1140.0,260.35,0.7736,1.2,326.85,11.72,327.06,0.578,-37.662,0.1447
1150.0,259.98,0.7725,1.2,329.45,11.76,329.66,0.579,-37.65,0.1448
1160.0,259.61,0.7714,1.2,332.05,11.8,332.26,0.589,-38.121,0.1468
1170.0,259.23,0.7703,1.2,334.65,11.84,334.86,0.592,-38.227,0.1475
1180.0,258.85,0.7692,1.2,337.24,11.87,337.45,0.583,-37.529,0.145
1190.0,258.48,0.7681,1.3,339.82,11.91,340.03,0.565,-36.298,0.1404
1200.0,258.12,0.767,1.3,342.41,11.94,342.62,0.564,-36.089,0.1398
1210.0,257.75,0.7659,1.3,344.99,11.97,345.2,0.565,-36.054,0.1399
1220.0,257.4,0.7649,1.3,347.56,12.0,347.77,0.551,-35.103,0.1364
1230.0,257.05,0.7638,1.3,350.14,12.03,350.34,0.545,-34.625,0.1347
1240.0,256.7,0.7628,1.3,352.71,12.06,352.91,0.548,-34.708,0.1352
1250.0,256.35,0.7618,1.3,355.27,12.09,355.48,0.559,-35.279,0.1376
1260.0,255.99,0.7607,1.3,357.83,12.12,358.04,0.567,-35.697,0.1395
1270.0,255.63,0.7596,1.4,360.39,12.14,360.6,0.567,-35.572,0.1392
1280.0,255.29,0.7586,1.4,362.95,12.17,363.15,0.57,-35.682,0.1398
1290.0,254.94,0.7576,1.4,365.5,12.19,365.7,0.556,-34.73,0.1362
1300.0,254.59,0.7566,1.4,368.05,12.22,368.25,0.542,-33.767,0.1326
1310.0,254.26,0.7556,1.4,370.59,12.24,370.79,0.529,-32.873,0.1293
1320.0,253.93,0.7546,1.4,373.13,12.26,373.34,0.52,-32.255,0.127
1330.0,253.6,0.7536,1.4,375.67,12.28,375.87,0.529,-32.711,0.129
1340.0,253.27,0.7526,1.4,378.21,12.3,378.41,0.537,-33.118,0.1308
1350.0,252.93,0.7517,1.5,380.74,12.32,380.94,0.547,-33.639,0.133
1360.0,252.6,0.7507,1.5,383.27,12.33,383.47,0.547,-33.498,0.1326
1370.0,252.28,0.7497,1.5,385.79,12.35,385.99,0.546,-33.372,0.1323
1380.0,251.94,0.7487,1.5,388.31,12.37,388.51,0.541,-32.956,0.1308
1390.0,251.62,0.7478,1.5,390.83,12.38,391.03,0.529,-32.177,0.1279
1400.0,251.29,0.7468,1.5,393.35,12.39,393.54,0.522,-31.686,0.1261
1410.0,250.97,0.7458,1.5,395.86,12.4,396.06,0.524,-31.705,0.1263
1420.0,250.65,0.7449,1.5,398.37,12.42,398.56,0.535,-32.26,0.1287
1430.0,250.33,0.7439,1.6,400.88,12.43,401.07,0.536,-32.238,0.1288
1440.0,250.01,0.743,1.6,403.38,12.44,403.57,0.527,-31.639,0.1266
1450.0,249.7,0.7421,1.6,405.88,12.44,406.07,0.528,-31.622,0.1266
1460.0,249.38,0.7411,1.6,408.37,12.45,408.56,0.522,-31.2,0.1251
1470.0,249.07,0.7402,1.6,410.87,12.46,411.06,0.508,-30.266,0.1215
1480.0,248.76,0.7393,1.6,413.36,12.46,413.55,0.511,-30.369,0.1221
1490.0,248.45,0.7384,1.6,415.84,12.47,416.03,0.522,-30.914,0.1244
1500.0,248.14,0.7375,1.7,418.33,12.47,418.51,0.53,-31.352,0.1264
1510.0,247.83,0.7365,1.7,420.81,12.47,420.99,0.535,-31.536,0.1273
1520.0,247.51,0.7356,1.7,423.29,12.47,423.47,0.535,-31.482,0.1272
1530.0,247.21,0.7347,1.7,425.76,12.47,425.94,0.521,-30.589,0.1237
1540.0,246.9,0.7338,1.7,428.23,12.47,428.42,0.515,-30.151,0.1221
1550.0,246.6,0.7329,1.7,430.7,12.47,430.88,0.512,-29.858,0.1211
1560.0,246.3,0.732,1.7,433.17,12.47,433.35,0.506,-29.449,0.1196
1570.0,246.01,0.7312,1.7,435.63,12.46,435.81,0.506,-29.373,0.1194
1580.0,245.72,0.7303,1.8,438.09,12.46,438.27,0.506,-29.304,0.1193
1590.0,245.42,0.7294,1.8,440.55,12.45,440.72,0.518,-29.951,0.122
1600.0,245.13,0.7286,1.8,443.0,12.45,443.18,0.504,-29.079,0.1186
1610.0,244.85,0.7278,1.8,445.45,12.44,445.63,0.485,-27.912,0.114
1620.0,244.58,0.727,1.8,447.9,12.43,448.07,0.483,-27.706,0.1133
1630.0,244.3,0.7261,1.8,450.35,12.42,450.52,0.477,-27.342,0.1119
1640.0,244.03,0.7253,1.8,452.79,12.41,452.96,0.467,-26.662,0.1093
1650.0,243.75,0.7245,1.8,455.23,12.4,455.4,0.465,-26.54,0.1089
1660.0,243.49,0.7238,1.9,457.67,12.39,457.83,0.475,-27.017,0.111
1670.0,243.22,0.7229,1.9,460.1,12.37,460.27,0.484,-27.453,0.1129
1680.0,242.95,0.7221,1.9,462.53,12.36,462.7,0.483,-27.368,0.1127
1690.0,242.68,0.7213,1.9,464.96,12.34,465.13,0.476,-26.867,0.1107
1700.0,242.41,0.7206,1.9,467.39,12.33,467.55,0.477,-26.894,0.1109
1710.0,242.14,0.7198,1.9,469.81,12.31,469.97,0.473,-26.616,0.1099
1720.0,241.88,0.719,1.9,472.23,12.29,472.39,0.473,-26.561,0.1098
1730.0,241.61,0.7182,2.0,474.65,12.27,474.81,0.466,-26.095,0.108
1740.0,241.36,0.7174,2.0,477.07,12.25,477.23,0.463,-25.864,0.1072
1750.0,241.1,0.7167,2.0,479.48,12.23,479.64,0.467,-26.021,0.1079
1760.0,240.84,0.7159,2.0,481.89,12.21,482.05,0.456,-25.338,0.1052
1770.0,240.59,0.7152,2.0,484.3,12.18,484.46,0.447,-24.826,0.1032
